Change Order | 89480 | - | RT-50003308 | IT-50017116 | Approve | doug.hewitt | Accept - Change Owner
Change Order | 91726 | - | RT-20012406 | IT-20058540 | Approve | robert.lynch | Approved - Configuration Mgr
Change Order | 91726 | - | RT-20012406 | IT-20058542 | Approve | robert.lynch | Approved - Regulatory
Change Order | 91726 | - | RT-20012407 | IT-20058543 | Approve | robert.lynch | Accept - Planned
Change Order | 91726 | - | RT-20012407 | IT-20058544 | Approve | robert.lynch | Accept - Change Owner
Change Order | 91726 | - | RT-20012407 | IT-20058546 |  | robert.lynch | Implement - Configuration Mgr
Change Order | 91726 | - | RT-20012407 | IT-20058545 |  | robert.lynch | Implement - Change Owner
Change Order | 91225 | - | RT-60005441 | IT-60029290 | Approve | david.hawks | Approved - Configuration Mgr
Change Order | 91225 | - | RT-60005441 | IT-60029289 | Approve | david.hawks | Approved - Graphics
Change Order | 91225 | - | RT-60005441 | IT-60029291 | Approve | david.hawks | Approved - Originator
Change Order | 91225 | - | RT-60005442 | IT-60029293 |  | david.hawks | Accept - Buyer
Change Order | 91225 | - | RT-60005442 | IT-60029292 | Approve | david.hawks | Accept - Accepter
Change Order | 91128 | - | RT-60005439 | IT-60029278 | Approve | janie.eskuri | Accept - Accepter
Change Order | 91128 | - | RT-60005439 | IT-60029279 | Approve | janie.eskuri | Accept - Materials Mgt
Change Order | 91128 | - | RT-60005439 | IT-60029280 |  | janie.eskuri | Accept - Finance
Change Order | 91128 | - | RT-60005438 | IT-60029276 | Approve | janie.eskuri | Approved - Configuration Mgr
Change Order | 91128 | - | RT-60005438 | IT-60029277 | Approve | janie.eskuri | Approved - Originator
Change Order | 89795 | - | RT-50007479 | IT-50038843 | Approve | doug.hewitt | Accept - Change Owner
Change Order | 89795 | - | RT-50007479 | IT-50038844 |  | doug.hewitt | Accept - Buyer
Change Order | 89795 | - | RT-50007478 | IT-50038840 | Approve | doug.hewitt | Approved - CAD Checker
Change Order | 89795 | - | RT-50007478 | IT-50038841 | Approve | doug.hewitt | Approved - Regulatory
Change Order | 89795 | - | RT-50007478 | IT-50038842 | Approve | doug.hewitt | Approved - SQE
Change Order | 89795 | - | RT-50007478 | IT-50038839 | Approve | doug.hewitt | Approved - Originator
Change Order | 89795 | - | RT-50007478 | IT-50038838 | Approve | doug.hewitt | Approved - Technical Content Drawing Approver
Change Order | 89795 | - | RT-50007478 | IT-50038837 | Approve | doug.hewitt | Approved - Configuration Mgr
Change Order | 91505 | - | RT-60003415 | IT-60017821 |  | amy.brown | Accept - Buyer
Change Order | 91505 | - | RT-60003415 | IT-60017822 | Approve | amy.brown | Accept - Accepter
Change Order | 91505 | - | RT-60003414 | IT-60017820 | Approve | amy.brown | Approved - Originator
Change Order | 91505 | - | RT-60003414 | IT-60017819 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 91505 | - | RT-60003414 | IT-60017818 | Approve | amy.brown | Approved - CAD Checker
Change Order | 88812 | - | RT-50007316 | IT-50037896 | Approve | shawn.tranter | Approved - Originator
Change Order | 88812 | - | RT-50007316 | IT-50037898 | Approve | shawn.tranter | Approved - Regulatory
Change Order | 88812 | - | RT-50007316 | IT-50037897 | Approve | shawn.tranter | Approved - Configuration Mgr
Change Order | 88812 | - | RT-50007317 | IT-50037902 |  | shawn.tranter | Implement - Configuration Mgr
Change Order | 88812 | - | RT-50007317 | IT-50037900 | Approve | shawn.tranter | Implement - Project Manager
Change Order | 88812 | - | RT-50007317 | IT-50037903 | Approve | shawn.tranter | Implement - SME
Change Order | 88812 | - | RT-50007317 | IT-50037899 | Approve | shawn.tranter | Accept - Change Owner
Change Order | 88812 | - | RT-50007317 | IT-50037901 |  | shawn.tranter | Implement - Change Owner
Change Order | 88812 | - | RT-50007317 | IT-50037904 | Approve | shawn.tranter | Accept - Buyer
Change Order | 88812 | - | RT-50007317 | IT-50037905 | Approve | shawn.tranter | Accept - Buyer
Change Order | 88812 | - | RT-50007317 | IT-50037906 | Approve | shawn.tranter | Accept - SQE
Change Order | 88812 | - | RT-50007317 | IT-50037907 | Approve | shawn.tranter | Implement - SME
Change Order | 88812 | - | RT-50007317 | IT-50037908 |  | shawn.tranter | Implement - SQE
Change Order | 88812 | - | RT-50007317 | IT-50037909 | Approve | shawn.tranter | Implement - Buyer
Change Order | 88812 | - | RT-50007317 | IT-50037910 | Approve | shawn.tranter | Implement - Buyer
Change Order | 88812 | - | RT-50007317 | IT-50037911 | Approve | shawn.tranter | Implement - SME
Change Order | 91609 | - | RT-60003724 | IT-60019495 | Approve | jennifer.butler | Approved - Configuration Mgr
Change Order | 91609 | - | RT-60003724 | IT-60019496 | Approve | jennifer.butler | Approved - Regulatory
Change Order | 91609 | - | RT-60003724 | IT-60019494 | Approve | jennifer.butler | Approved - Originator
Change Order | 91609 | - | RT-60003724 | IT-60019497 | Approve | jennifer.butler | Approved - SQE
Change Order | 91609 | - | RT-60003725 | IT-60019498 |  | jennifer.butler | Accept - Change Owner
Change Order | 91609 | - | RT-60003725 | IT-60019500 |  | jennifer.butler | Accept - SQE
Change Order | 91609 | - | RT-60003725 | IT-60019499 |  | jennifer.butler | Accept - Buyer
Change Order | 91378 | - | RT-60005932 | IT-60032134 | Approve | jennifer.seagraves | Approved - Originator
Change Order | 91378 | - | RT-60005932 | IT-60032133 | Approve | jennifer.seagraves | Approved - Regulatory
Change Order | 91378 | - | RT-60005932 | IT-60032135 | Approve | jennifer.seagraves | Approved - Configuration Manager
Change Order | 91378 | - | RT-60005933 | IT-60032136 | Approve | jennifer.seagraves | Accept - Change Owner
Change Order | 91378 | - | RT-60005933 | IT-60032137 |  | jennifer.seagraves | Implement - Change Owner
Change Order | 91378 | - | RT-60005933 | IT-60032138 | Approve | jennifer.seagraves | Implement - SME
Change Order | 91378 | - | RT-60005933 | IT-60032139 |  | jennifer.seagraves | Implement - Configuration Manager
Change Order | 90976 | - | RT-20012461 | IT-20058863 | Approve | robert.kumpula | Accept - Supervisor, Quality Assurance
Change Order | 90976 | - | RT-20012461 | IT-20058864 |  | robert.kumpula | Accept - Quality Engineering
Change Order | 90976 | - | RT-20012461 | IT-20058865 | Approve | robert.kumpula | Accept - Planned
Change Order | 90976 | - | RT-20012461 | IT-20058862 | Approve | robert.kumpula | Accept - Change Owner
Change Order | 90976 | - | RT-20012460 | IT-20058860 | Approve | robert.kumpula | Approved - Originator
Change Order | 90976 | - | RT-20012460 | IT-20058861 | Approve | robert.kumpula | Approved - Configuration Mgr
Change Order | 90976 | - | RT-20012460 | IT-20058859 | Approve | robert.kumpula | Approved - Regulatory
Change Order | 91538 | - | RT-60004718 | IT-60025307 |  | jennifer.butler | Accept - Change Owner
Change Order | 91538 | - | RT-60004718 | IT-60025308 | Approve | jennifer.butler | Accept - Quality Inspection Supervisor
Change Order | 91538 | - | RT-60004718 | IT-60025309 |  | jennifer.butler | Accept - SQE
Change Order | 91538 | - | RT-60004718 | IT-60025310 | Approve | jennifer.butler | Accept - Planned
Change Order | 91538 | - | RT-60004717 | IT-60025303 | Approve | jennifer.butler | Approved - Originator
Change Order | 91538 | - | RT-60004717 | IT-60025306 | Approve | jennifer.butler | Approved - Configuration Mgr
Change Order | 91538 | - | RT-60004717 | IT-60025304 | Approve | jennifer.butler | Approved - Regulatory
Change Order | 91538 | - | RT-60004717 | IT-60025305 | Approve | jennifer.butler | Approved - SQE
Change Order | 89455 | - | RT-50003302 | IT-50017086 |  | janie.eskuri | Implement - Implementer
Change Order | 89455 | - | RT-50003302 | IT-50017084 | Approve | janie.eskuri | Accept - Buyer
Change Order | 89455 | - | RT-50003302 | IT-50017085 | Approve | janie.eskuri | Accept - Accepter
Change Order | 89455 | - | RT-50003302 | IT-50017087 | Approve | janie.eskuri | Implement - Buyer
Change Order | 89455 | - | RT-50003301 | IT-50017082 | Approve | janie.eskuri | Approved - Configuration Mgr
Change Order | 89455 | - | RT-50003301 | IT-50017083 | Approve | janie.eskuri | Approved - Originator
Change Order | 90779 | - | RT-20011828 | IT-20055400 | Approve | sean.muldoon | Approved - Configuration Mgr
Change Order | 90779 | - | RT-20011828 | IT-20055401 | Approve | sean.muldoon | Approved - Training
Change Order | 90779 | - | RT-20011828 | IT-20055399 | Approve | sean.muldoon | Approved - Regulatory
Change Order | 90779 | - | RT-20011828 | IT-20055398 | Approve | sean.muldoon | Approved - Originator
Change Order | 90779 | - | RT-20011829 | IT-20055403 | Approve | sean.muldoon | Accept - Change Owner
Change Order | 90779 | - | RT-20011829 | IT-20055402 | Approve | sean.muldoon | Accept - Supervisor, Quality Assurance
Change Order | 90779 | - | RT-20011829 | IT-20055404 | Approve | sean.muldoon | Accept - Planned
Change Order | 90779 | - | RT-20011829 | IT-20055406 | Approve | sean.muldoon | Accept - TLC System Administrator
Change Order | 90779 | - | RT-20011829 | IT-20055405 | Approve | sean.muldoon | Accept - Quality Engineering
Change Order | 90779 | - | RT-20011829 | IT-20055407 |  | sean.muldoon | Accept - Quality Engineering
Change Order | 91719 | - | RT-20012665 | IT-20060023 | Approve | crystal.miotke | Approved - Configuration Mgr
Change Order | 91719 | - | RT-20012665 | IT-20060022 | Approve | crystal.miotke | Approved - Originator
Change Order | 91719 | - | RT-20012665 | IT-20060021 | Approve | crystal.miotke | Approved - Mach Fab Setup Sheet Author
Change Order | 91719 | - | RT-20012666 | IT-20060027 |  | crystal.miotke | Implement - Product SME
Change Order | 91719 | - | RT-20012666 | IT-20060025 | Approve | crystal.miotke | Accept - Change Owner
Change Order | 91719 | - | RT-20012666 | IT-20060028 |  | crystal.miotke | Implement - Configuration Mgr
Change Order | 91719 | - | RT-20012666 | IT-20060024 | Approve | crystal.miotke | Accept - Mach Fab Setup Sheet Author
Change Order | 91719 | - | RT-20012666 | IT-20060026 |  | crystal.miotke | Implement - Change Owner
Change Order | 89620 | - | RT-50001763 | IT-50009262 | Approve | janie.eskuri | Approved - CAD Approver
Change Order | 89620 | - | RT-50001763 | IT-50009264 | Approve | janie.eskuri | Approved - Technical Content Drawing Approver
Change Order | 89620 | - | RT-50001763 | IT-50009263 | Approve | janie.eskuri | Approved - Training Mgr
Change Order | 89620 | - | RT-50001763 | IT-50009265 | Approve | janie.eskuri | Approved - Originator
Change Order | 89620 | - | RT-50001763 | IT-50009267 | Approve | janie.eskuri | Approved - Supplier Quality Engineeriing
Change Order | 89620 | - | RT-50001763 | IT-50009268 | Approve | janie.eskuri | Approved - Regulatory
Change Order | 89620 | - | RT-50001763 | IT-50009266 | Approve | janie.eskuri | Approved - Configuration Mgr
Change Order | 89620 | - | RT-50001764 | IT-50009280 | Approve | janie.eskuri | Accept - TLC System Administrator / Update TLC Effective Date
Change Order | 89620 | - | RT-50001764 | IT-50009278 | Approve | janie.eskuri | Implement - Procedure Owner/Author
Change Order | 89620 | - | RT-50001764 | IT-50009281 |  | janie.eskuri | Implement - Supplier Quality Engineering
Change Order | 89620 | - | RT-50001764 | IT-50009279 | Approve | janie.eskuri | Implement - Procedure Owner/Author
Change Order | 89620 | - | RT-50001764 | IT-50009277 |  | janie.eskuri | Implement - CDI Production Supervisor
Change Order | 89620 | - | RT-50001764 | IT-50009284 | Approve | janie.eskuri | Implement - Subject Matter Expert
Change Order | 89620 | - | RT-50001764 | IT-50009282 |  | janie.eskuri | Implement - Training
Change Order | 89620 | - | RT-50001764 | IT-50009286 | Approve | janie.eskuri | Accept - Change Owner
Change Order | 89620 | - | RT-50001764 | IT-50009283 |  | janie.eskuri | Implement - Configuration Mgr
Change Order | 89620 | - | RT-50001764 | IT-50009287 | Approve | janie.eskuri | Accept - Service Mgr
Change Order | 89620 | - | RT-50001764 | IT-50009285 | Approve | janie.eskuri | Implement - Project Mgr
Change Order | 89620 | - | RT-50001764 | IT-50009289 | Approve | janie.eskuri | Accept - Supplier Quality Engineeriing
Change Order | 89620 | - | RT-50001764 | IT-50009288 | Approve | janie.eskuri | Accept - CDI Production Supervisor
Change Order | 89620 | - | RT-50001764 | IT-50009290 | Approve | janie.eskuri | Accept - Planned
Change Order | 89620 | - | RT-50001764 | IT-50009291 | Approve | janie.eskuri | Accept - Planned
Change Order | 89620 | - | RT-50001764 | IT-50009270 | Approve | janie.eskuri | Accept - Planner
Change Order | 89620 | - | RT-50001764 | IT-50009269 | Approve | janie.eskuri | Accept - Planned
Change Order | 89620 | - | RT-50001764 | IT-50009292 | Approve | janie.eskuri | Accept - Change Owner
Change Order | 89620 | - | RT-50001764 | IT-50009272 |  | janie.eskuri | Implement - Planner
Change Order | 89620 | - | RT-50001764 | IT-50009275 | Approve | janie.eskuri | Implement - Service Mgr / Procedure Owner/Author
Change Order | 89620 | - | RT-50001764 | IT-50009276 | Approve | janie.eskuri | Implement - Procedure Owner/Author
Change Order | 89620 | - | RT-50001764 | IT-50009271 |  | janie.eskuri | Implement - Change Owner
Change Order | 89620 | - | RT-50001764 | IT-50009273 |  | janie.eskuri | Implement - Change Owner
Change Order | 89620 | - | RT-50001764 | IT-50009274 | Approve | janie.eskuri | Implement - Procedure Owner/Author
Change Order | 87916 | - | RT-40004279 | IT-40020353 | Approve | amy.brown | Accept - Planned
Change Order | 87916 | - | RT-40004279 | IT-40020340 | Approve | amy.brown | Accept - Production Supervisor / Scrap Associate
Change Order | 87916 | - | RT-40004279 | IT-40020355 | Approve | amy.brown | Accept - Change Owner
Change Order | 87916 | - | RT-40004279 | IT-40020354 | Approve | amy.brown | Accept - TLC System Administrator
Change Order | 87916 | - | RT-40004279 | IT-40020343 | Approve | amy.brown | Implement - Project Manager
Change Order | 87916 | - | RT-40004279 | IT-40020345 | Approve | amy.brown | Implement - Buyer
Change Order | 87916 | - | RT-40004279 | IT-40020344 |  | amy.brown | Implement - Production Supervisor / Scrap Associate
Change Order | 87916 | - | RT-40004279 | IT-40020342 | Approve | amy.brown | Implement - Quality Management Associate
Change Order | 87916 | - | RT-40004279 | IT-40020341 | Approve | amy.brown | Implement - Procedure Author / Owner
Change Order | 87916 | - | RT-40004279 | IT-40020359 | Approve | amy.brown | Implement - Supplier Quality Engineering
Change Order | 87916 | - | RT-40004279 | IT-40020356 | Approve | amy.brown | Accept - Planner  / Scrap Associate
Change Order | 87916 | - | RT-40004279 | IT-40020358 | Approve | amy.brown | Implement - Project Manager
Change Order | 87916 | - | RT-40004279 | IT-40020357 | Approve | amy.brown | Implement - Training
Change Order | 87916 | - | RT-40004279 | IT-40020348 |  | amy.brown | Implement - Change Owner / Procedure Author / Owner
Change Order | 87916 | - | RT-40004279 | IT-40020347 | Approve | amy.brown | Implement - Procedure Author / Owner
Change Order | 87916 | - | RT-40004279 | IT-40020346 |  | amy.brown | Implement - Configuration Manager
Change Order | 87916 | - | RT-40004279 | IT-40020349 | Approve | amy.brown | Implement - Subject Matter Expert
Change Order | 87916 | - | RT-40004279 | IT-40020350 | Approve | amy.brown | Implement - Planner / Scrap Associate
